Month,Temp_oC,NutAvail_N_Mpm2mo,NutAvail_P_Mpm2mo,NutAvail_Ca_Mpm2mo,NutAvail_Mg_Mpm2mo,NutAvail_K_Mpm2mo,PAR_uMpm2s,WaterAccessible_mpmo,AtmosphCO2_uLpL,Herbivores_kgLivepha,MaxCfixGivenTemp_prop,MaxCfixGivenLight_prop,MaxCfixGivenWater_prop,MaxCfixGivenCO2_prop,MaxCFixGivenN_prop,MaxCFixGivenP_prop,MaxCFixGivenCa_prop,MaxCFixGivenMg_prop,MaxCFixGivenK_prop,Plant_C_Mpm2,Plant_N_Mpm2,Uptake_C_Mpm2mo,Uptake_N_Mpm2mo,Uptake_P_Mpm2mo,Uptake_Ca_Mpm2mo,Uptake_Mg_Mpm2mo,Uptake_K_Mpm2mo,RootLengthDensity_Layer1_mpm3,RootLengthDensity_Layer2_mpm3,RootLengthDensity_Layer3_mpm3,RootLengthDensity_Layer4_mpm3,MycorLengthDensity_Layer1_mpcm3,MycorLengthDensity_Layer2_mpcm3,MycorLengthDensity_Layer3_mpcm3,MycorLengthDensity_Layer4_mpcm3,Litterfall_C_Layer1_Mpm2mo,Litterfall_C_Layer2_Mpm2mo,Litterfall_C_Layer3_Mpm2mo,Litterfall_C_Layer4_Mpm2mo,Leaf_C_Mpm2,Wood_C_Mpm2,Root_C_Mpm2,Mycor_C_Mpm2,Leaf_N_Mpm2,Wood_N_Mpm2,Root_N_Mpm2,Kdrought_Leaf, Kseasonal_Leaf, KHerbivory_Leaf,Kdrought_Wood, Kseasonal_Wood, KHerbivory_Wood,Kdrought_Root, Kseasonal_Root, KHerbivory_Root 
    41.000,     7.100,     0.267,     0.019,     0.060,     0.049,     2.000,   979.960,     0.152,   395.000,     0.000,     0.685,     0.829,     1.000,     1.002,     0.423,     0.431,     0.791,     2.281,     9.013,   120.965,     3.761,    22.353,     0.267,     0.019,     0.056,     0.012,     0.099, 19395.078,  9149.605,  1018.864,     0.668,   310.018,   146.250,    16.286,     0.011,     6.853,     1.644,     1.465,     0.004,    26.071,    37.219,    36.716,    20.960,     0.758,     0.130,     0.437,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
    42.000,     9.536,     0.267,     0.019,     0.060,     0.049,     2.000,  1065.523,     0.754,   395.000,     0.000,     0.876,     0.854,     1.000,     1.002,     0.444,     0.463,     0.835,     2.329,     9.049,   133.075,     4.147,    23.473,     0.267,     0.044,     0.059,     0.012,     0.104, 21304.619, 10050.429,  1119.176,     0.734,   340.540,   160.649,    17.889,     0.012,     7.619,     1.767,     1.574,     0.004,    30.063,    39.658,    40.330,    23.023,     0.852,     0.138,     0.480,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
    43.000,    11.800,     0.267,     0.019,     0.060,     0.049,     2.000,  1123.948,     0.167,   395.000,     0.000,     0.955,     0.868,     1.000,     1.002,     0.465,     0.502,     0.878,     2.376,     9.084,   131.852,     4.018,    24.614,     0.267,     0.046,     0.062,     0.013,     0.109, 21039.133,  9925.186,  1105.229,     0.725,   336.296,   158.647,    17.666,     0.012,    18.729,     3.534,     3.148,     0.008,    27.074,    42.214,    39.828,    22.737,     0.754,     0.147,     0.474,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    44.000,    11.514,     0.267,     0.019,     0.060,     0.049,     2.000,  1060.860,     0.456,   395.000,     0.000,     0.948,     0.852,     1.000,     1.002,     0.437,     0.482,     0.857,     2.355,     9.062,   130.585,     3.888,    23.122,     0.267,     0.043,     0.058,     0.012,     0.103, 20640.968,  9737.352,  1084.313,     0.711,   329.932,   155.645,    17.332,     0.011,    17.503,     3.430,     3.055,     0.008,    24.605,    44.600,    39.074,    22.306,     0.675,     0.155,     0.465,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    45.000,     9.216,     0.267,     0.019,     0.060,     0.049,     2.000,   916.075,     0.425,   395.000,     0.000,     0.858,     0.808,     1.000,     1.002,     0.414,     0.464,     0.837,     2.335,     9.044,   129.383,     3.762,    21.924,     0.267,     0.041,     0.055,     0.012,     0.097, 20163.208,  9511.969,  1059.215,     0.695,   322.295,   152.042,    16.931,     0.011,    16.457,     3.326,     2.963,     0.007,    22.575,    46.849,    38.170,    21.790,     0.611,     0.163,     0.454,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    46.000,     6.386,     0.267,     0.019,     0.060,     0.049,     2.000,   621.325,     0.207,   395.000,     0.000,     0.606,     0.674,     1.000,     1.002,     0.396,     0.449,     0.820,     2.317,     9.028,   136.104,     3.947,    20.957,     0.267,     0.039,     0.053,     0.011,     0.093, 21045.161,  9928.029,  1105.546,     0.725,   336.392,   158.693,    17.671,     0.012,     9.739,     2.187,     1.949,     0.005,    24.536,    48.986,    39.839,    22.743,     0.658,     0.170,     0.474,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
    47.000,     3.354,     0.267,     0.019,     0.060,     0.049,     2.000,   406.020,     0.226,   395.000,     0.000,     0.261,     0.519,     1.000,     1.002,     0.407,     0.466,     0.841,     2.339,     9.045,   136.927,     4.012,    13.823,     0.501,     0.026,     0.035,     0.007,     0.061, 20976.242,  9895.517,  1101.926,     0.723,   335.290,   158.173,    17.614,     0.012,     9.120,     1.925,     1.715,     0.004,    24.209,    50.341,    39.709,    22.668,     0.729,     0.175,     0.472,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
    48.000,     1.422,     0.267,     0.019,     0.060,     0.049,     2.000,   455.667,     0.162,   395.000,     0.000,     0.122,     0.560,     1.000,     1.002,     0.457,     0.464,     0.838,     2.336,     9.042,   132.297,     3.801,     6.448,     0.196,     0.012,     0.016,     0.003,     0.029, 20006.755,  9438.163,  1050.996,     0.689,   319.794,   150.862,    16.799,     0.011,     7.954,     1.593,     1.419,     0.003,    21.912,    50.891,    37.874,    21.621,     0.660,     0.177,     0.450,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
    49.000,     0.547,     0.267,     0.019,     0.060,     0.049,     2.000,   465.146,     0.915,   395.000,     0.000,     0.083,     0.568,     1.000,     1.002,     0.435,     0.444,     0.814,     2.311,     9.022,   130.975,     3.733,     4.405,     0.134,     0.008,     0.011,     0.002,     0.020, 19670.936,  9279.740,  1033.355,     0.678,   314.426,   148.330,    16.517,     0.011,     4.051,     0.846,     0.754,     0.002,    21.263,    51.217,    37.238,    21.258,     0.640,     0.178,     0.443,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
    50.000,     0.401,     0.267,     0.019,     0.060,     0.049,     2.000,   490.043,     0.082,   395.000,     0.000,     0.078,     0.587,     0.812,     1.002,     0.429,     0.439,     0.807,     2.303,     9.017,   129.537,     3.661,     4.128,     0.125,     0.008,     0.010,     0.002,     0.018, 19314.749,  9111.710,  1014.644,     0.665,   308.733,   145.644,    16.218,     0.011,     3.937,     0.824,     0.734,     0.002,    20.589,    51.512,    36.564,    20.873,     0.620,     0.179,     0.435,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
    51.000,     1.933,     0.267,     0.019,     0.060,     0.049,     2.000,   649.036,     0.163,   395.000,     0.000,     0.151,     0.690,     1.000,     1.002,     0.422,     0.433,     0.799,     2.294,     9.010,   131.254,     3.703,     7.985,     0.242,     0.015,     0.020,     0.004,     0.035, 19468.799,  9184.383,  1022.736,     0.671,   311.195,   146.806,    16.348,     0.011,     4.300,     0.968,     0.863,     0.002,    21.134,    52.225,    36.855,    21.039,     0.637,     0.182,     0.438,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
    52.000,     3.641,     0.267,     0.019,     0.060,     0.049,     2.000,   833.814,     0.068,   395.000,     0.000,     0.289,     0.778,     0.676,     1.002,     0.427,     0.437,     0.804,     2.299,     9.015,   137.477,     3.901,    15.288,     0.464,     0.029,     0.039,     0.008,     0.068, 20336.421,  9593.682,  1068.314,     0.701,   325.063,   153.348,    17.076,     0.011,     6.098,     1.430,     1.273,     0.003,    23.273,    53.729,    38.498,    21.977,     0.701,     0.187,     0.458,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
    53.000,     7.100,     0.267,     0.019,     0.060,     0.049,     2.000,   979.960,     0.189,   395.000,     0.000,     0.685,     0.829,     1.000,     1.002,     0.447,     0.455,     0.826,     2.323,     9.033,   149.822,     4.290,    23.636,     0.267,     0.019,     0.060,     0.012,     0.105, 22214.890, 10479.848,  1166.994,     0.765,   355.089,   167.513,    18.654,     0.012,     7.459,     1.812,     1.614,     0.004,    27.624,    56.137,    42.054,    24.007,     0.803,     0.195,     0.500,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
    54.000,     9.536,     0.267,     0.019,     0.060,     0.049,     2.000,  1065.523,     0.134,   395.000,     0.000,     0.876,     0.854,     1.000,     1.002,     0.469,     0.486,     0.871,     2.372,     9.071,   162.268,     4.683,    24.790,     0.267,     0.019,     0.063,     0.013,     0.110, 24136.395, 11386.315,  1267.935,     0.831,   385.803,   182.002,    20.267,     0.013,     8.256,     1.937,     1.725,     0.004,    31.830,    58.663,    45.691,    26.084,     0.902,     0.204,     0.543,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
    55.000,    11.800,     0.267,     0.019,     0.060,     0.049,     2.000,  1123.948,     0.301,   395.000,     0.000,     0.955,     0.868,     1.000,     1.002,     0.491,     0.524,     0.916,     2.421,     9.107,   160.176,     4.510,    25.965,     0.267,     0.049,     0.065,     0.014,     0.115, 23615.317, 11140.498,  1240.562,     0.813,   377.474,   178.073,    19.829,     0.013,    20.221,     3.906,     3.480,     0.009,    28.643,    61.308,    44.705,    25.520,     0.797,     0.213,     0.532,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    56.000,    11.514,     0.267,     0.019,     0.060,     0.049,     2.000,  1060.860,     0.175,   395.000,     0.000,     0.948,     0.852,     1.000,     1.002,     0.460,     0.505,     0.891,     2.395,     9.083,   158.099,     4.340,    24.312,     0.267,     0.046,     0.061,     0.013,     0.108, 22980.127, 10840.848,  1207.194,     0.792,   367.321,   173.283,    19.296,     0.013,    18.846,     3.767,     3.355,     0.008,    25.996,    63.766,    43.502,    24.834,     0.713,     0.222,     0.517,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    57.000,     9.216,     0.267,     0.019,     0.060,     0.049,     2.000,   916.075,     0.283,   395.000,     0.000,     0.858,     0.808,     1.000,     1.002,     0.434,     0.485,     0.868,     2.371,     9.062,   156.144,     4.177,    22.976,     0.267,     0.043,     0.058,     0.012,     0.102, 22283.811, 10512.361,  1170.615,     0.768,   356.190,   168.032,    18.711,     0.012,    17.666,     3.631,     3.234,     0.008,    23.807,    66.072,    42.184,    24.082,     0.645,     0.230,     0.502,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    58.000,     6.386,     0.267,     0.019,     0.060,     0.049,     2.000,   621.325,     0.159,   395.000,     0.000,     0.606,     0.674,     1.000,     1.002,     0.414,     0.468,     0.848,     2.349,     9.044,   162.768,     4.353,    21.888,     0.267,     0.041,     0.055,     0.011,     0.097, 23102.126, 10898.400,  1213.603,     0.796,   369.271,   174.203,    19.399,     0.013,    10.423,     2.361,     2.103,     0.005,    25.817,    68.252,    43.733,    24.966,     0.692,     0.237,     0.520,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
    59.000,     3.354,     0.267,     0.019,     0.060,     0.049,     2.000,   406.020,     0.358,   395.000,     0.000,     0.261,     0.519,     1.000,     1.002,     0.424,     0.485,     0.868,     2.372,     9.062,   162.805,     4.390,    13.823,     0.505,     0.026,     0.035,     0.007,     0.061, 22860.422, 10784.377,  1200.905,     0.787,   365.407,   172.380,    19.196,     0.013,     9.665,     2.053,     1.829,     0.004,    25.275,    69.550,    43.276,    24.705,     0.761,     0.242,     0.515,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
    60.000,     1.422,     0.267,     0.019,     0.060,     0.049,     2.000,   455.667,     0.213,   395.000,     0.000,     0.122,     0.560,     1.000,     1.002,     0.474,     0.480,     0.863,     2.365,     9.057,   157.467,     4.151,     6.448,     0.196,     0.012,     0.016,     0.003,     0.029, 21732.664, 10252.358,  1141.662,     0.749,   347.381,   163.876,    18.249,     0.012,     8.439,     1.710,     1.523,     0.004,    22.799,    70.042,    41.141,    23.486,     0.687,     0.244,     0.489,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
    61.000,     0.547,     0.267,     0.019,     0.060,     0.049,     2.000,   465.146,     0.189,   395.000,     0.000,     0.083,     0.568,     1.000,     1.002,     0.451,     0.459,     0.836,     2.337,     9.035,   155.778,     4.068,     4.405,     0.134,     0.008,     0.011,     0.002,     0.020, 21319.178, 10057.297,  1119.941,     0.734,   340.771,   160.759,    17.901,     0.012,     4.310,     0.904,     0.805,     0.002,    22.070,    70.310,    40.358,    23.039,     0.665,     0.245,     0.480,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
    62.000,     0.401,     0.267,     0.019,     0.060,     0.049,     2.000,   490.043,     0.329,   395.000,     0.000,     0.078,     0.587,     1.000,     1.002,     0.443,     0.452,     0.828,     2.327,     9.029,   153.989,     3.983,     4.128,     0.125,     0.008,     0.010,     0.002,     0.018, 20888.821,  9854.276,  1097.333,     0.720,   333.892,   157.513,    17.540,     0.012,     4.184,     0.879,     0.783,     0.002,    21.323,    70.548,    39.543,    22.574,     0.642,     0.245,     0.470,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
    63.000,     1.933,     0.267,     0.019,     0.060,     0.049,     2.000,   649.036,     0.286,   395.000,     0.000,     0.151,     0.690,     1.000,     1.002,     0.436,     0.445,     0.819,     2.318,     9.022,   155.371,     4.012,     7.985,     0.242,     0.015,     0.020,     0.004,     0.035, 20972.037,  9893.534,  1101.705,     0.722,   335.223,   158.141,    17.610,     0.012,     4.535,     1.021,     0.909,     0.002,    21.802,    71.204,    39.701,    22.664,     0.657,     0.248,     0.472,     0.000,     0.090,     0.000,     0.000,     0.003,     0.000,     0.000,     0.045,     0.000,
    64.000,     3.641,     0.267,     0.019,     0.060,     0.049,     2.000,   833.814,     0.279,   395.000,     0.000,     0.289,     0.778,     1.000,     1.002,     0.440,     0.449,     0.823,     2.322,     9.025,   161.218,     4.195,    15.288,     0.464,     0.029,     0.039,     0.008,     0.068, 21756.981, 10263.830,  1142.939,     0.749,   347.769,   164.060,    18.269,     0.012,     6.359,     1.491,     1.328,     0.003,    23.867,    72.652,    41.187,    23.512,     0.719,     0.253,     0.490,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
    65.000,     7.100,     0.267,     0.019,     0.060,     0.049,     2.000,   979.960,     0.130,   395.000,     0.000,     0.685,     0.829,     1.000,     1.002,     0.459,     0.466,     0.843,     2.344,     9.043,   173.691,     4.587,    24.257,     0.267,     0.019,     0.061,     0.013,     0.108, 23636.001, 11150.255,  1241.648,     0.814,   377.804,   178.229,    19.847,     0.013,     7.783,     1.896,     1.689,     0.004,    28.334,    75.070,    44.744,    25.543,     0.824,     0.261,     0.532,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
    66.000,     9.536,     0.267,     0.019,     0.060,     0.049,     2.000,  1065.523,     0.314,   395.000,     0.000,     0.876,     0.854,     1.000,     1.002,     0.481,     0.497,     0.889,     2.393,     9.081,   186.266,     4.983,    25.428,     0.267,     0.019,     0.064,     0.013,     0.113, 25560.227, 12058.006,  1342.732,     0.880,   408.561,   192.738,    21.463,     0.014,     8.595,     2.021,     1.801,     0.004,    32.649,    77.608,    48.387,    27.622,     0.926,     0.270,     0.575,     0.000,     0.111,     0.000,     0.000,     0.003,     0.000,     0.000,     0.055,     0.000,
    67.000,    11.800,     0.267,     0.019,     0.060,     0.049,     2.000,  1123.948,     0.442,   395.000,     0.000,     0.955,     0.868,     1.000,     1.002,     0.503,     0.535,     0.935,     2.443,     9.119,   183.713,     4.788,    26.620,     0.267,     0.050,     0.067,     0.014,     0.118, 24907.847, 11750.247,  1308.461,     0.858,   398.133,   187.819,    20.915,     0.014,    20.973,     4.092,     3.646,     0.009,    29.376,    80.268,    47.152,    26.917,     0.818,     0.279,     0.561,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    68.000,    11.514,     0.267,     0.019,     0.060,     0.049,     2.000,  1060.860,     0.373,   395.000,     0.000,     0.948,     0.852,     1.000,     1.002,     0.471,     0.516,     0.908,     2.415,     9.093,   181.204,     4.597,    24.891,     0.267,     0.047,     0.063,     0.013,     0.110, 24151.667, 11393.520,  1268.737,     0.832,   386.047,   182.117,    20.280,     0.013,    19.528,     3.935,     3.505,     0.009,    26.651,    82.732,    45.720,    26.100,     0.731,     0.288,     0.544,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    69.000,     9.216,     0.267,     0.019,     0.060,     0.049,     2.000,   916.075,     0.274,   395.000,     0.000,     0.858,     0.808,     1.000,     1.002,     0.444,     0.496,     0.883,     2.389,     9.071,   178.848,     4.416,    23.489,     0.267,     0.044,     0.059,     0.012,     0.104, 23344.351, 11012.670,  1226.327,     0.804,   373.142,   176.029,    19.602,     0.013,    18.285,     3.783,     3.370,     0.008,    24.392,    85.037,    44.192,    25.228,     0.661,     0.296,     0.525,     0.000,     0.291,     0.000,     0.000,     0.003,     0.000,     0.000,     0.145,     0.000,
    70.000,     6.386,     0.267,     0.019,     0.060,     0.049,     2.000,   621.325,     0.225,   395.000,     0.000,     0.606,     0.674,     1.000,     1.002,     0.422,     0.477,     0.861,     2.366,     9.053,   185.393,     4.588,    22.344,     0.267,     0.042,     0.056,     0.012,     0.099, 24129.612, 11383.116,  1267.579,     0.831,   385.694,   181.951,    20.261,     0.013,    10.786,     2.447,     2.180,     0.005,    26.429,    87.210,    45.678,    26.076,     0.709,     0.303,     0.543,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
    71.000,     3.354,     0.267,     0.019,     0.060,     0.049,     2.000,   406.020,     0.516,   395.000,     0.000,     0.261,     0.519,     1.000,     1.002,     0.432,     0.494,     0.882,     2.388,     9.070,   185.013,     4.611,    13.823,     0.507,     0.026,     0.035,     0.007,     0.061, 23801.600, 11228.376,  1250.347,     0.820,   380.451,   179.477,    19.986,     0.013,     9.960,     2.117,     1.886,     0.005,    25.784,    88.450,    45.057,    25.722,     0.777,     0.308,     0.536,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
    72.000,     1.422,     0.267,     0.019,     0.060,     0.049,     2.000,   455.667,     0.337,   395.000,     0.000,     0.122,     0.560,     1.000,     1.002,     0.483,     0.488,     0.875,     2.380,     9.064,   179.299,     4.357,     6.448,     0.196,     0.012,     0.016,     0.003,     0.029, 22594.783, 10659.062,  1186.951,     0.778,   361.161,   170.377,    18.973,     0.012,     8.705,     1.768,     1.575,     0.004,    23.223,    88.886,    42.773,    24.418,     0.699,     0.309,     0.509,     0.000,     0.168,     0.000,     0.000,     0.003,     0.000,     0.000,     0.084,     0.000,
